Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Cow,2019-08-11 17:38:18,00:45:18,,Better Call Saul: Season 2: Rebecca (Episode 5),,iPad Pro 10.5-Inch (Wi-Fi),00:45:26,00:45:26,IN (India)
Kun,2019-08-11 17:36:30,00:42:57,,Lost in Translation,,Netflix Chrome MAC (Cadmium) HTML 5,01:36:09,01:36:09,IN (India)
Anu,2019-08-11 17:31:43,00:46:53,,House of Cards: Season 2: Chapter 15 (Episode 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:46:33,00:46:33,IN (India)
Cow,2019-08-11 17:12:50,00:25:26,,Better Call Saul: Season 2: Gloves Off (Episode 4),,iPad Pro 10.5-Inch (Wi-Fi),00:42:32,00:42:32,IN (India)
Anu,2019-08-11 16:41:58,00:48:57,Autoplayed: user action: Unspecified; ,House of Cards: Season 2: Chapter 14 (Episode 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:47:21,00:47:21,IN (India)
Kun,2019-08-10 20:11:24,00:00:07,Autoplayed: user action: None; ,Wu Assassins: Season 1 (Trailer),TRAILER,Samsung 2017 Kant-M UHD TV Smart TV,00:00:07,00:00:07,US (United States)
Anu,2019-08-10 20:01:00,00:47:01,,House of Cards: Season 1: Chapter 13 (Episode 13),,Samsung 2017 Kant-M UHD TV Smart TV,00:47:07,00:47:07,IN (India)
Anu,2019-08-10 19:07:03,00:51:01,,House of Cards: Season 1: Chapter 11 (Episode 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:52:55,00:52:55,IN (India)
Anu,2019-08-10 18:17:53,00:48:31,,House of Cards: Season 1: Chapter 10 (Episode 10),,Samsung 2017 Kant-M UHD TV Smart TV,00:49:59,00:49:59,IN (India)
Anu,2019-08-10 17:18:03,00:58:57,Autoplayed: user action: Unspecified; ,House of Cards: Season 1: Chapter 9 (Episode 9),,Samsung 2017 Kant-M UHD TV Smart TV,00:48:59,00:48:59,IN (India)
Cow,2019-08-10 09:45:50,00:17:25,,Better Call Saul: Season 2: Gloves Off (Episode 4),,iPad Pro 10.5-Inch (Wi-Fi),00:17:25,Not latest view,IN (India)
Cow,2019-08-10 09:38:41,00:06:40,,Better Call Saul: Season 2: Amarillo (Episode 3),,iPad Pro 10.5-Inch (Wi-Fi),00:41:27,00:41:27,IN (India)
Cow,2019-08-10 09:01:06,00:34:31,,Better Call Saul: Season 2: Amarillo (Episode 3),,iPad Pro 10.5-Inch (Wi-Fi),00:34:46,Not latest view,IN (India)
Anand,2019-08-10 01:45:51,00:41:33,Autoplayed: user action: Unspecified; ,Batman Begins,,Samsung 2016 Jazz-L UHD TV Smart TV,00:41:33,Not latest view,US (United States)
Anand,2019-08-10 01:45:26,00:00:05,Autoplayed: user action: None; ,The Family (Trailer #6),TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:05,00:00:05,US (United States)
Cow,2019-08-09 21:13:37,00:03:55,,Atypical: Season 2: In the Dragon's Lair (Episode 6),,iPad Pro 10.5-Inch (Wi-Fi),00:03:55,Not latest view,IN (India)
Cow,2019-08-09 20:26:58,00:46:29,,Better Call Saul: Season 2: Cobbler (Episode 2),,iPad Pro 10.5-Inch (Wi-Fi),00:46:39,00:46:39,IN (India)
Cow,2019-08-09 12:19:48,00:00:02,,Better Call Saul: Season 2: Cobbler (Episode 2),,iPad Pro 10.5-Inch (Wi-Fi),00:00:02,Not latest view,IN (India)
Cow,2019-08-09 11:32:35,00:47:00,,Better Call Saul: Season 2: Switch (Episode 1),,iPad Pro 10.5-Inch (Wi-Fi),00:46:20,00:46:20,IN (India)
Cow,2019-08-09 11:32:29,00:00:01,,Better Call Saul: Season 2: Switch (Episode 1),,iPad Pro 10.5-Inch (Wi-Fi),00:00:01,Not latest view,IN (India)
Kun,2019-08-09 05:47:20,01:07:19,,Clash of the Titans,,Netflix Chrome MAC (Cadmium) HTML 5,01:35:42,01:35:42,US (United States)
Kun,2019-08-09 05:43:19,00:00:20,Autoplayed: user action: None; ,Wu Assassins: Season 1 (Trailer 4),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:20,00:00:20,US (United States)
Kun,2019-08-09 04:01:54,00:03:48,Autoplayed: user action: Unspecified; ,Badla,,Samsung 2017 Kant-M UHD TV Smart TV,00:03:48,Not latest view,US (United States)
Kun,2019-08-09 04:01:19,00:00:01,Autoplayed: user action: None; ,Neevevaro,,Samsung 2017 Kant-M UHD TV Smart TV,00:03:35,00:03:35,US (United States)
Kun,2019-08-09 04:01:08,00:00:02,Autoplayed: user action: None; ,Neevevaro,,Samsung 2017 Kant-M UHD TV Smart TV,00:03:36,Not latest view,US (United States)
Kun,2019-08-09 03:43:37,00:15:48,Autoplayed: user action: Unspecified; ,Highway,,Samsung 2017 Kant-M UHD TV Smart TV,02:03:33,02:03:33,US (United States)
Kun,2019-08-09 03:30:48,00:12:18,,Highway,,Samsung 2017 Kant-M UHD TV Smart TV,01:47:41,Not latest view,US (United States)
Cow,2019-08-09 03:22:11,00:48:20,,Better Call Saul: Season 1: Marco (Episode 10),,iPad Pro 10.5-Inch (Wi-Fi),00:48:36,00:48:36,IN (India)
Kun,2019-08-09 02:54:51,00:28:41,,Highway,,Samsung 2017 Kant-M UHD TV Smart TV,01:30:17,Not latest view,US (United States)
Kun,2019-08-08 21:28:36,00:47:36,Autoplayed: user action: Unspecified; ,Highway,,Samsung 2017 Kant-M UHD TV Smart TV,00:57:55,Not latest view,US (United States)
Cow,2019-08-08 19:22:07,00:46:41,,Better Call Saul: Season 1: Pimento (Episode 9),,iPad Pro 10.5-Inch (Wi-Fi),00:46:55,00:46:55,IN (India)
Cow,2019-08-08 18:35:22,00:46:44,,Better Call Saul: Season 1: Rico (Episode 8),,iPad Pro 10.5-Inch (Wi-Fi),00:46:44,00:46:44,IN (India)
Cow,2019-08-08 17:48:41,00:46:10,,Better Call Saul: Season 1: Bingo (Episode 7),,iPad Pro 10.5-Inch (Wi-Fi),00:46:24,00:46:24,IN (India)
Kun,2019-08-08 17:47:12,00:34:58,,Lost in Translation,,Netflix Chrome MAC (Cadmium) HTML 5,00:53:12,Not latest view,IN (India)
Cow,2019-08-08 16:50:36,00:41:32,,Better Call Saul: Season 1: Five-O (Episode 6),,iPad Pro 10.5-Inch (Wi-Fi),00:41:40,00:41:40,IN (India)
Kun,2019-08-08 16:48:40,00:16:33,,Lost in Translation,,Netflix Chrome MAC (Cadmium) HTML 5,00:18:34,Not latest view,IN (India)
Cow,2019-08-08 16:26:19,00:24:14,,Better Call Saul: Season 1: Alpine Shepherd Boy (Episode 5),,iPad Pro 10.5-Inch (Wi-Fi),00:43:31,00:43:31,IN (India)
Kun,2019-08-08 15:42:41,00:01:35,,Lost in Translation,,Netflix Chrome MAC (Cadmium) HTML 5,00:02:41,Not latest view,IN (India)
Kun,2019-08-08 06:30:30,00:20:33,,Lucifer: Season 2: Love Handles (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:23,Not latest view,US (United States)
Kun,2019-08-08 06:23:47,00:06:41,,Lucifer: Season 2: Stewardess Interruptus (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:32,00:42:32,US (United States)
Kun,2019-08-08 06:23:27,00:00:03,,Lucifer: Season 2: Monster (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:03,00:00:03,US (United States)
Kun,2019-08-08 05:54:02,00:10:23,Autoplayed: user action: Unspecified; ,Lucifer: Season 2: Stewardess Interruptus (Episode 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:35:51,Not latest view,US (United States)
Cow,2019-08-08 04:00:28,00:19:05,,Better Call Saul: Season 1: Alpine Shepherd Boy (Episode 5),,iPad Pro 10.5-Inch (Wi-Fi),00:19:16,Not latest view,IN (India)
Cow,2019-08-08 03:25:44,00:34:30,,Better Call Saul: Season 1: Hero (Episode 4),,iPad Pro 10.5-Inch (Wi-Fi),00:46:16,00:46:16,IN (India)
Kun,2019-08-07 23:17:16,00:24:40,,Lucifer: Season 2: Stewardess Interruptus (Episode 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:25:28,Not latest view,US (United States)
Kun,2019-08-07 22:19:30,00:44:24,,Lucifer: Season 2: Quid Pro Ho (Episode 10),,Samsung 2017 Kant-M UHD TV Smart TV,00:44:32,00:44:32,US (United States)
Kun,2019-08-07 21:24:40,00:43:16,,Lucifer: Season 2: Homewrecker (Episode 9),,Samsung 2017 Kant-M UHD TV Smart TV,00:43:54,00:43:54,US (United States)
Kun,2019-08-07 20:15:18,00:42:56,,Lucifer: Season 2: Trip to Stabby Town (Episode 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:46,00:42:46,US (United States)
Kun,2019-08-07 19:21:25,00:43:14,,Lucifer: Season 2: My Little Monkey (Episode 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:43:48,00:43:48,US (United States)
Kun,2019-08-07 18:26:33,00:34:03,Autoplayed: user action: Unspecified; ,Lucifer: Season 2: Monster (Episode 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:44,Not latest view,US (United States)
Cow,2019-08-07 17:55:23,00:21:09,,Better Call Saul: Season 1: Hero (Episode 4),,iPad Pro 10.5-Inch (Wi-Fi),00:21:19,Not latest view,IN (India)
Kun,2019-08-07 17:39:31,00:00:01,,What's Eating Gilbert Grape,,Netflix Chrome MAC (Cadmium) HTML 5,00:00:01,00:00:01,IN (India)
Cow,2019-08-07 17:09:05,00:46:16,,Better Call Saul: Season 1: Nacho (Episode 3),,iPad Pro 10.5-Inch (Wi-Fi),00:46:25,00:46:25,IN (India)
Kun,2019-08-07 14:12:49,00:05:31,,Patriot Act with Hasan Minhaj: Volume 4: The Dark Side of the Video Game Industry (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:06:33,Not latest view,IN (India)
Cow,2019-08-07 13:28:58,00:45:26,,Better Call Saul: Season 1: Mijo (Episode 2),,iPad Pro 10.5-Inch (Wi-Fi),00:45:34,00:45:34,IN (India)
Kun,2019-08-07 12:16:31,00:07:47,,Lucifer: Season 2: Monster (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:08:41,Not latest view,US (United States)
Cow,2019-08-07 11:39:29,00:52:15,,Better Call Saul: Season 1: Uno (Episode 1),,iPad Pro 10.5-Inch (Wi-Fi),00:52:20,00:52:20,IN (India)
Kun,2019-08-07 11:25:25,00:42:56,,Lucifer: Season 2: The Weaponizer (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:43:40,00:43:40,US (United States)
Kun,2019-08-07 11:20:23,00:04:58,,Lucifer: Season 2: Lady Parts (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:23,00:41:23,US (United States)
Kun,2019-08-07 11:18:17,00:00:07,,Lucifer: Season 2: Lady Parts (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:36:25,Not latest view,US (United States)
Kun,2019-08-07 07:01:37,00:36:18,,Lucifer: Season 2: Lady Parts (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:36:18,Not latest view,US (United States)
Cow,2019-08-07 03:44:28,00:28:32,,Atypical: Season 2: The Egg Is Pipping (Episode 5),,iPad Pro 10.5-Inch (Wi-Fi),00:28:21,Not latest view,IN (India)
Cow,2019-08-07 03:18:52,00:25:26,,Patriot Act with Hasan Minhaj: Volume 4: The Dark Side of the Video Game Industry (Episode 1),,iPad Pro 10.5-Inch (Wi-Fi),00:24:36,00:24:36,IN (India)
Kun,2019-08-06 23:52:06,00:00:15,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 6: Shareholder Meeting (Episode 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:02:12,00:02:12,US (United States)
Cow,2019-08-06 14:14:27,00:30:59,,Atypical: Season 2: Pants on Fire (Episode 4),,iPad Pro 10.5-Inch (Wi-Fi),00:30:59,Not latest view,IN (India)
Cow,2019-08-06 13:36:17,00:38:00,,Breaking Bad: Season 5: Felina (Episode 16),,iPad Pro 10.5-Inch (Wi-Fi),00:54:34,00:54:34,IN (India)
Kun,2019-08-06 06:17:41,00:36:22,,Lucifer: Season 2: Sin-Eater (Episode 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:43:16,00:43:16,US (United States)
Kun,2019-08-06 05:33:17,00:01:19,Autoplayed: user action: Unspecified; ,Lucifer: Season 2: Sin-Eater (Episode 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:09:18,Not latest view,US (United States)
Kun,2019-08-06 05:17:52,00:01:04,Autoplayed: user action: None; ,Patriot Act with Hasan Minhaj: Volume 4 (Trailer),TRAILER,Samsung 2017 Kant-M UHD TV Smart TV,00:01:04,00:01:04,US (United States)
Kun,2019-08-06 04:18:44,00:54:47,Autoplayed: user action: Unspecified; ,Ek Hasina Thi,,Samsung 2017 Kant-M UHD TV Smart TV,02:12:27,Not latest view,US (United States)
Kun,2019-08-06 04:16:52,00:01:32,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 6: Shareholder Meeting (Episode 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:01:32,Not latest view,US (United States)
Cow,2019-08-06 04:06:36,00:16:17,,Breaking Bad: Season 5: Felina (Episode 16),,iPad Pro 10.5-Inch (Wi-Fi),00:16:30,Not latest view,IN (India)
Cow,2019-08-06 03:21:01,00:44:54,,Breaking Bad: Season 5: Granite State (Episode 15),,iPad Pro 10.5-Inch (Wi-Fi),00:52:46,00:52:46,IN (India)
Cow,2019-08-05 19:18:56,00:21:19,,Breaking Bad: Season 5: Granite State (Episode 15),,iPad Pro 10.5-Inch (Wi-Fi),00:21:34,Not latest view,IN (India)
Cow,2019-08-05 19:09:57,00:08:57,,Breaking Bad: Season 5: Ozymandias (Episode 14),,iPad Pro 10.5-Inch (Wi-Fi),00:46:29,00:46:29,IN (India)
Cow,2019-08-05 18:07:20,00:37:31,,Breaking Bad: Season 5: Ozymandias (Episode 14),,iPad Pro 10.5-Inch (Wi-Fi),00:37:31,Not latest view,IN (India)
Cow,2019-08-05 17:22:01,00:45:13,,Breaking Bad: Season 5: To'hajiilee (Episode 13),,iPad Pro 10.5-Inch (Wi-Fi),00:45:29,00:45:29,IN (India)
Cow,2019-08-05 16:50:11,00:31:48,,Breaking Bad: Season 5: Rabid Dog (Episode 12),,iPad Pro 10.5-Inch (Wi-Fi),00:46:32,00:46:32,IN (India)
Kun,2019-08-05 16:49:27,00:00:01,,Sex Education: Season 1: Episode 1,,Netflix Chrome MAC (Cadmium) HTML 5,00:00:01,Not latest view,IN (India)
Kun,2019-08-05 16:46:05,00:01:38,,Naam Shabana,,Netflix Chrome MAC (Cadmium) HTML 5,00:01:38,Not latest view,IN (India)
Cow,2019-08-05 12:21:20,00:14:28,,Breaking Bad: Season 5: Rabid Dog (Episode 12),,iPad Pro 10.5-Inch (Wi-Fi),00:14:44,Not latest view,IN (India)
Cow,2019-08-05 11:46:40,00:34:38,,Breaking Bad: Season 5: Confessions (Episode 11),,iPad Pro 10.5-Inch (Wi-Fi),00:46:41,00:46:41,IN (India)
Cow,2019-08-05 04:06:11,00:11:45,,Breaking Bad: Season 5: Confessions (Episode 11),,iPad Pro 10.5-Inch (Wi-Fi),00:12:00,Not latest view,IN (India)
Cow,2019-08-05 03:19:26,00:46:24,,Breaking Bad: Season 5: Buried (Episode 10),,iPad Pro 10.5-Inch (Wi-Fi),00:46:39,00:46:39,IN (India)
Kun,2019-08-05 02:25:41,00:07:28,,Lucifer: Season 2: Sin-Eater (Episode 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:08:00,Not latest view,US (United States)
Kun,2019-08-05 01:43:04,00:42:30,,"Lucifer: Season 2: Liar, Liar, Slutty Dress on Fire (Episode 2)",,Samsung 2017 Kant-M UHD TV Smart TV,00:43:16,00:43:16,US (United States)
Cow,2019-08-05 01:41:52,00:46:37,,Breaking Bad: Season 5: Blood Money (Episode 9),,iPad Pro 10.5-Inch (Wi-Fi),00:46:44,00:46:44,IN (India)
Cow,2019-08-05 01:41:40,00:00:04,,"Mr. Iglesias: Part 1: Full Hearts, Clear Backpacks (Episode 3)",,iPad Pro 10.5-Inch (Wi-Fi),00:00:04,00:00:04,IN (India)
Cow,2019-08-05 01:27:12,00:13:54,,Breaking Bad: Season 5: Gliding Over All (Episode 8),,iPad Pro 10.5-Inch (Wi-Fi),00:46:36,00:46:36,IN (India)
Kun,2019-08-05 00:58:16,00:43:33,,Lucifer: Season 2: Everything's Coming Up Lucifer (Episode 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:43:13,00:43:13,US (United States)
Kun,2019-08-05 00:16:07,00:42:07,,Lucifer: Season 1: Take Me Back to Hell (Episode 13),,Samsung 2017 Kant-M UHD TV Smart TV,00:43:09,00:43:09,US (United States)
Kun,2019-08-04 23:33:30,00:42:34,,Lucifer: Season 1: #TeamLucifer (Episode 12),,Samsung 2017 Kant-M UHD TV Smart TV,00:43:12,00:43:12,US (United States)
Kun,2019-08-04 22:51:23,00:42:05,,Lucifer: Season 1: St. Lucifer (Episode 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:45,00:42:45,US (United States)
Kun,2019-08-04 22:10:43,00:40:36,Autoplayed: user action: Unspecified; ,Lucifer: Season 1: Pops (Episode 10),,Samsung 2017 Kant-M UHD TV Smart TV,00:43:14,00:43:14,US (United States)
Kun,2019-08-04 18:18:54,00:01:59,,Lucifer: Season 1: Pops (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:40,Not latest view,US (United States)
Cow,2019-08-04 18:02:48,00:00:03,,Breaking Bad: Season 5: Blood Money (Episode 9),,iPad Pro 10.5-Inch (Wi-Fi),00:00:02,Not latest view,IN (India)
Kun,2019-08-04 17:23:58,00:32:11,,Lucifer: Season 1: A Priest Walks into a Bar (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:05,00:42:05,US (United States)
Cow,2019-08-04 17:16:08,00:46:38,,Breaking Bad: Season 5: Gliding Over All (Episode 8),,iPad Pro 10.5-Inch (Wi-Fi),00:46:46,Not latest view,IN (India)
Cow,2019-08-04 16:29:46,00:46:17,,Breaking Bad: Season 5: Say My Name (Episode 7),,iPad Pro 10.5-Inch (Wi-Fi),00:46:33,00:46:33,IN (India)
Cow,2019-08-04 15:43:23,00:46:20,,Breaking Bad: Season 5: Buyout (Episode 6),,iPad Pro 10.5-Inch (Wi-Fi),00:46:37,00:46:37,IN (India)
Cow,2019-08-04 10:42:42,00:00:03,,Breaking Bad: Season 5: Buyout (Episode 6),,iPad Pro 10.5-Inch (Wi-Fi),00:00:03,Not latest view,IN (India)
Cow,2019-08-04 09:55:33,00:47:01,,Breaking Bad: Season 5: Dead Freight (Episode 5),,iPad Pro 10.5-Inch (Wi-Fi),00:47:18,00:47:18,IN (India)
Cow,2019-08-04 08:56:19,00:00:02,,Breaking Bad: Season 5: Dead Freight (Episode 5),,iPad Pro 10.5-Inch (Wi-Fi),00:00:01,Not latest view,IN (India)
Kun,2019-08-04 08:27:38,00:07:51,,Lucifer: Season 1: A Priest Walks into a Bar (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:08:34,Not latest view,US (United States)
Cow,2019-08-04 08:09:52,00:46:22,,Breaking Bad: Season 5: Fifty-One (Episode 4),,iPad Pro 10.5-Inch (Wi-Fi),00:46:38,00:46:38,IN (India)
Kun,2019-08-04 07:50:58,00:32:39,,"Lucifer: Season 1: Et Tu, Doctor? (Episode 8)",,Netflix Chrome MAC (Cadmium) HTML 5,00:42:32,00:42:32,US (United States)
Cow,2019-08-04 07:23:33,00:46:15,,Breaking Bad: Season 5: Hazard Pay (Episode 3),,iPad Pro 10.5-Inch (Wi-Fi),00:46:30,00:46:30,IN (India)
Cow,2019-08-04 06:33:11,00:46:13,,Breaking Bad: Season 5: Madrigal (Episode 2),,iPad Pro 10.5-Inch (Wi-Fi),00:46:29,00:46:29,IN (India)
Kun,2019-08-03 21:33:48,01:14:08,Autoplayed: user action: Unspecified; ,Ek Hasina Thi,,Samsung 2017 Kant-M UHD TV Smart TV,01:15:45,Not latest view,US (United States)
Kun,2019-08-03 21:15:40,00:05:06,Autoplayed: user action: Unspecified; ,"Lucifer: Season 1: Et Tu, Doctor? (Episode 8)",,Samsung 2017 Kant-M UHD TV Smart TV,00:09:53,Not latest view,US (United States)
Kun,2019-08-03 21:14:37,00:00:12,,"Lucifer: Season 1: Et Tu, Doctor? (Episode 8)",,Samsung 2017 Kant-M UHD TV Smart TV,00:05:51,Not latest view,US (United States)
Kun,2019-08-03 21:14:02,00:00:03,Autoplayed: user action: None; ,Seven (Tamil),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:03,Not latest view,US (United States)
Kun,2019-08-03 21:13:14,00:00:12,Autoplayed: user action: None; ,Otherhood (Trailer),TRAILER,Samsung 2017 Kant-M UHD TV Smart TV,00:00:12,00:00:12,US (United States)
Kun,2019-08-03 19:13:29,00:04:21,,"Lucifer: Season 1: Et Tu, Doctor? (Episode 8)",,Netflix Chrome MAC (Cadmium) HTML 5,00:05:41,Not latest view,US (United States)
Kun,2019-08-03 18:42:32,00:30:52,,Lucifer: Season 1: Wingman (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:59,00:42:59,US (United States)
Kun,2019-08-03 17:58:14,00:10:29,,Lucifer: Season 1: Wingman (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:11:27,Not latest view,US (United States)
Kun,2019-08-03 17:14:14,00:41:54,,Lucifer: Season 1: Favorite Son (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:48,00:42:48,US (United States)
Kun,2019-08-03 17:06:56,00:05:48,,Lucifer: Season 1: Sweet Kicks (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:45,00:42:45,US (United States)
Kun,2019-08-03 08:05:08,00:23:26,,Lucifer: Season 1: Sweet Kicks (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:36:57,Not latest view,US (United States)
Cow,2019-08-03 04:49:32,00:35:47,,Breaking Bad: Season 5: Live Free Or Die (Episode 1),,iPad Pro 10.5-Inch (Wi-Fi),00:42:14,00:42:14,IN (India)
Cow,2019-08-03 04:36:40,00:06:11,,Breaking Bad: Season 5: Live Free Or Die (Episode 1),,iPad Pro 10.5-Inch (Wi-Fi),00:06:26,Not latest view,IN (India)
Cow,2019-08-03 02:48:13,00:22:10,,Breaking Bad: Season 4: Face Off (Episode 13),,iPad Pro 10.5-Inch (Wi-Fi),00:49:48,00:49:48,US (United States)
Cow,2019-08-03 02:01:45,00:27:23,,Breaking Bad: Season 4: Face Off (Episode 13),,iPad Pro 10.5-Inch (Wi-Fi),00:27:37,Not latest view,IN (India)
Cow,2019-08-03 01:22:25,00:38:56,,Breaking Bad: Season 4: End Times (Episode 12),,iPad Pro 10.5-Inch (Wi-Fi),00:45:13,00:45:13,IN (India)
Anu,2019-08-02 21:16:29,00:42:42,,House of Cards: Season 1: Chapter 8 (Episode 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:44:24,00:44:24,IN (India)
Anu,2019-08-02 20:07:48,00:49:49,,House of Cards: Season 1: Chapter 7 (Episode 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:51:31,00:51:31,IN (India)
Anu,2019-08-02 19:09:29,00:49:02,,House of Cards: Season 1: Chapter 6 (Episode 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:47:56,00:47:56,IN (India)
Anu,2019-08-02 18:18:53,00:50:01,Autoplayed: user action: Unspecified; ,House of Cards: Season 1: Chapter 5 (Episode 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:50:05,00:50:05,IN (India)
Cow,2019-08-02 17:28:34,00:16:28,,Breaking Bad: Season 4: End Times (Episode 12),,iPad Pro 10.5-Inch (Wi-Fi),00:16:43,Not latest view,IN (India)
Cow,2019-08-02 17:28:23,00:00:04,,Breaking Bad: Season 4: End Times (Episode 12),,iPad Pro 10.5-Inch (Wi-Fi),00:00:04,Not latest view,IN (India)
Cow,2019-08-02 16:42:13,00:46:06,,Breaking Bad: Season 4: Crawl Space (Episode 11),,iPad Pro 10.5-Inch (Wi-Fi),00:46:20,00:46:20,IN (India)
Anu,2019-08-02 16:02:19,02:00:23,,Otherhood,,Safari MAC (Cadmium),01:38:59,01:38:59,IN (India)
Cow,2019-08-02 15:55:58,00:46:13,,Breaking Bad: Season 4: Salud (Episode 10),,iPad Pro 10.5-Inch (Wi-Fi),00:46:29,00:46:29,IN (India)
Cow,2019-08-02 14:35:53,00:00:03,,Breaking Bad: Season 4: Salud (Episode 10),,iPad Pro 10.5-Inch (Wi-Fi),00:00:03,Not latest view,IN (India)
Cow,2019-08-02 14:10:51,00:24:59,,Breaking Bad: Season 4: Bug (Episode 9),,iPad Pro 10.5-Inch (Wi-Fi),00:46:42,00:46:42,IN (India)
Cow,2019-08-02 14:07:12,00:03:34,,Breaking Bad: Season 4: Bug (Episode 9),,iPad Pro 10.5-Inch (Wi-Fi),00:21:52,Not latest view,IN (India)
Cow,2019-08-02 12:32:36,00:18:03,,Breaking Bad: Season 4: Bug (Episode 9),,iPad Pro 10.5-Inch (Wi-Fi),00:18:17,Not latest view,IN (India)
Cow,2019-08-02 11:46:07,00:46:20,,Breaking Bad: Season 4: Hermanos (Episode 8),,iPad Pro 10.5-Inch (Wi-Fi),00:46:36,00:46:36,IN (India)
Cow,2019-08-02 11:28:23,00:17:33,,Breaking Bad: Season 4: Problem Dog (Episode 7),,iPad Pro 10.5-Inch (Wi-Fi),00:46:34,00:46:34,IN (India)
Kun,2019-08-02 08:29:23,00:13:04,,Lucifer: Season 1: Sweet Kicks (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:14:11,Not latest view,US (United States)
Kun,2019-08-02 07:43:35,00:40:01,,Lucifer: Season 1: Manly Whatnots (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:20,00:41:20,US (United States)
Kun,2019-08-02 05:15:34,00:44:56,,Lucifer: Season 1: The Would-Be Prince of Darkness (Episode 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:22,00:42:22,US (United States)
Kun,2019-08-02 04:31:00,00:43:41,Autoplayed: user action: Unspecified; ,"Lucifer: Season 1: Lucifer, Stay. Good Devil. (Episode 2)",,Samsung 2017 Kant-M UHD TV Smart TV,00:42:53,00:42:53,US (United States)
Cow,2019-08-02 03:46:31,00:29:09,,Breaking Bad: Season 4: Problem Dog (Episode 7),,iPad Pro 10.5-Inch (Wi-Fi),00:29:19,Not latest view,IN (India)
Cow,2019-08-02 03:19:13,00:26:28,,Breaking Bad: Season 4: Cornered (Episode 6),,iPad Pro 10.5-Inch (Wi-Fi),00:46:34,00:46:34,IN (India)
Anand,2019-08-02 01:58:05,00:00:19,Autoplayed: user action: None; ,The Office (U.S.): Season 1_hook_primary_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:19,Not latest view,US (United States)
Anand,2019-08-02 01:57:02,00:00:18,Autoplayed: user action: None; ,The Office (U.S.): Season 1_hook_primary_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:18,Not latest view,US (United States)
Anand,2019-08-01 23:39:00,02:17:22,Autoplayed: user action: Unspecified; ,Once Upon a Time in Mumbai Dobaara!,,Samsung 2016 Jazz-L UHD TV Smart TV,02:21:31,02:21:31,US (United States)
Anand,2019-08-01 23:37:45,00:00:31,Autoplayed: user action: None; ,The Great Hack (Trailer),TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:31,Not latest view,US (United States)
Anu,2019-08-01 20:17:42,00:00:01,,House of Cards: Season 1: Chapter 5 (Episode 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:07,Not latest view,IN (India)
